Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma
Methyl butanoate,SAGITTA.csv,SAGITTA,15.50045,358,15.494,87,744963.1520498596,methyl8oxooctanoate,True
Decanal,SAGITTA.csv,SAGITTA,17.2978333333333,419,17.295,104,165236.1188992351,ntridecan1ol,True
1-Nonanol,SAGITTA.csv,SAGITTA,18.6740166666667,463,18.668,135,20241.28577940695,1nonadecene,True
Acetophenone,SAGITTA.csv,SAGITTA,19.3203,484,19.314,57,576590.0964496112,benzophenone,True
"2-Propanone, 1-methoxy-",SUPERIOR.csv,SUPERIOR,2.19218333333333,10,2.183,45,15171193.053389778,2propanone1methoxy,True
"Butanal, 3-methyl-",SUPERIOR.csv,SUPERIOR,2.89956666666667,32,2.895,44,2962706.655814306,butanal3methyl,True
Pentanal,SUPERIOR.csv,SUPERIOR,3.31433333333333,46,3.315,44,2506661.408266104,pentanal,True
"Butanal, 3-methyl-",SUPERIOR.csv,SUPERIOR,3.69375,53,3.699,56,46062.251872779205,butanenitrile2methyl,True
Benzaldehyde,SUPERIOR.csv,SUPERIOR,9.32551770994083,165,9.322,85,23293.08924390663,benzaldehyde,True
Hexanol,SUPERIOR.csv,SUPERIOR,9.76767320821925,180,9.767,60,66337.07167669803,phenol,True
Octanal,SUPERIOR.csv,SUPERIOR,10.1952,195,10.179,59,37310.96454609975,octanal,True
Hexanol,SUPERIOR.csv,SUPERIOR,10.7032166666667,209,10.699,92,13818.050874117118,1hexanol2ethyl,True
Nonanal,SUPERIOR.csv,SUPERIOR,12.0794,253,12.102,57,14265156.912752865,nonanal,True
Decanal,SUPERIOR.csv,SUPERIOR,13.7095833333333,300,13.703,120,33859.40259961337,decanal,True
Acetophenone,SUPERIOR.csv,SUPERIOR,19.3107333333333,484,19.314,57,102297.9338592812,benzophenone,True
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,2.18896666666667,10,2.183,45,15356995.789133864,2propanone1methoxy,True
"Butanal, 3-methyl-",NICOLA.csv,NICOLA,2.89955,32,2.895,44,4624744.474243923,butanal3methyl,True
Hexanal,NICOLA.csv,NICOLA,5.28535,89,5.289,56,1644541.942022955,hexanal,True
Heptanal,NICOLA.csv,NICOLA,7.93801666666667,131,7.933,56,29127.83638830377,heptanal,True
Benzaldehyde,NICOLA.csv,NICOLA,9.3174,165,9.322,85,26822.896016777944,benzaldehyde,True
Hexanol,NICOLA.csv,NICOLA,10.7032166666667,209,10.699,92,35249.95314230353,1hexanol2ethyl,True
Nonanal,NICOLA.csv,NICOLA,12.0826,253,12.102,57,24111125.782696724,nonanal,True
Decanal,NICOLA.csv,NICOLA,13.5970333333333,297,13.587,59,387581.1260842088,dodecane,True
Decanal,NICOLA.csv,NICOLA,13.7095833333333,300,13.703,120,272178.61549872794,decanal,True
Ethanol,NICOLA.csv,NICOLA,13.9861,308,13.989,57,1252152.5213212797,ethanol2phenoxy,True
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,14.2626166666667,317,14.247,88,4180500.755124504,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",NICOLA.csv,NICOLA,14.3301333333333,320,14.343,71,709316.9595707424,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,NICOLA.csv,NICOLA,15.4973166666667,358,15.494,87,665187.7175899682,methyl8oxooctanoate,True
Tetramethylpyrazine,NICOLA.csv,NICOLA,16.36225,386,16.349,58,1051432.9172814344,tetradecane,True
Decanal,NICOLA.csv,NICOLA,17.2979166666667,419,17.295,104,167261.90672908063,ntridecan1ol,True
Decanal,NICOLA.csv,NICOLA,18.4908,458,18.497,105,1072876.33245079,ntridecan1ol,True
1-Octen-3-ol,NICOLA.csv,NICOLA,18.6740833333333,463,18.668,135,19438.5500117045,1octadecanol,True
Acetophenone,NICOLA.csv,NICOLA,19.31715,484,19.314,57,594158.3580192846,benzophenone,True
"Butanal, 3-methyl-",ALTHEA.csv,ALTHEA,2.89635,32,2.895,44,2008192.5939211932,butanal3methyl,True
Pentanal,ALTHEA.csv,ALTHEA,3.31113333333333,46,3.315,44,2011933.825099012,pentanal,True
"2-Propanone, 1-methoxy-",ALTHEA.csv,ALTHEA,8.88978333333333,152,8.912,72,41279.04274224424,2propanol1butoxy,True
Benzaldehyde,ALTHEA.csv,ALTHEA,9.33440158227083,165,9.322,85,92347.79706787415,benzaldehyde,True
Hexanol,ALTHEA.csv,ALTHEA,9.76434403560331,180,9.767,60,165321.5706269488,phenol,True
Hexanol,ALTHEA.csv,ALTHEA,10.7289666666667,210,10.731,70,5036606.963805619,1hexanol2ethyl,True
Acetophenone,ALTHEA.csv,ALTHEA,11.4780828167651,234,11.478,105,5251614.697346275,acetophenone,True
Nonanal,ALTHEA.csv,ALTHEA,12.10835,253,12.102,57,30711175.93346511,nonanal,True
Decanal,ALTHEA.csv,ALTHEA,13.7321,301,13.732,57,9456029.58619698,decanal,True
Ethanol,ALTHEA.csv,ALTHEA,14.0054,309,14.018,133,155804.83358396258,ethanol2phenoxy,True
Methyl butanoate,ALTHEA.csv,ALTHEA,15.5262666666667,359,15.523,129,5897436.427868853,methyl8oxooctanoate,True
Decanal,ALTHEA.csv,ALTHEA,17.3300833333333,420,17.317,69,12331776.89844332,ntridecan1ol,True
Decanal,ALTHEA.csv,ALTHEA,18.5229833333333,459,18.539,71,874899.9840342549,ntridecan1ol,True
Acetophenone,ALTHEA.csv,ALTHEA,19.3621833333333,486,19.362,106,2792677.065122273,benzophenone,True
"Butanal, 3-methyl-",ALTHEA.csv,ALTHEA,20.6161666666667,529,20.612,43,2163251.2881427226,heptadecane3methyl,True
3-Octanone,ALTHEA.csv,ALTHEA,20.90555,539,20.903,57,15606838.179652415,octadecane,True
2-Nonanone,ALTHEA.csv,ALTHEA,21.8862333333333,575,21.878,57,10106247.974914793,nonadecane,True
Hexanoic acid,ALTHEA.csv,ALTHEA,22.45215,593,22.444,57,838442.7456421161,nhexadecanoicacid,True
Hexanal,ANIVIA.csv,ANIVIA,5.28868333333333,89,5.289,56,3108765.236013164,hexanal,True
Benzaldehyde,ANIVIA.csv,ANIVIA,9.33822232080845,166,9.348,76,240557.05858560055,benzaldehyde,True
Octanal,ANIVIA.csv,ANIVIA,10.2178166666667,196,10.218,43,2093625.069336601,octanal,True
Hexanol,ANIVIA.csv,ANIVIA,10.7162,210,10.731,70,1593566.123871794,1hexanol2ethyl,True
Acetophenone,ANIVIA.csv,ANIVIA,11.4782333333333,234,11.478,105,1337140.9459329275,acetophenone,True
Nonanal,ANIVIA.csv,ANIVIA,12.1020166666667,253,12.102,57,13050950.150920598,nonanal,True
Decanal,ANIVIA.csv,ANIVIA,13.6196666666667,298,13.616,57,1444938.2079647365,dodecane,True
Decanal,ANIVIA.csv,ANIVIA,13.7289833333333,301,13.732,57,2524508.060912112,decanal,True
Decanal,ANIVIA.csv,ANIVIA,15.0601333333333,344,15.06,57,1116080.4431409251,tridecane,True
Tetramethylpyrazine,ANIVIA.csv,ANIVIA,16.3848666666667,387,16.385,57,2997339.131585562,tetradecane,True
Acetophenone,ANIVIA.csv,ANIVIA,19.33335,485,19.336,181,197140.0674438579,benzophenone,True
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,2.17372180783437,10,2.183,45,7636135.726414933,2propanone1methoxy,True
"Butanal, 3-methyl-",DONALD.csv,DONALD,2.89326666666667,32,2.895,44,2330336.469752993,butanal3methyl,True
Benzaldehyde,DONALD.csv,DONALD,9.33387991154803,165,9.322,85,83897.85073175999,benzaldehyde,True
Hexanol,DONALD.csv,DONALD,9.75805,179,9.751,43,200207.22311666975,phenol,True
Hexanol,DONALD.csv,DONALD,10.7258666666667,210,10.731,70,4478165.174294494,1hexanol2ethyl,True
Nonanal,DONALD.csv,DONALD,12.10525,253,12.102,57,25375380.569197588,nonanal,True
Decanal,DONALD.csv,DONALD,13.7322166666667,301,13.732,57,5836701.609797032,decanal,True
Ethanol,DONALD.csv,DONALD,13.9991,308,13.989,57,2181064.13259674,ethanol2phenoxy,True
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,14.2884833333333,318,14.288,45,3216759.4296870218,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",DONALD.csv,DONALD,14.356,320,14.343,71,817863.059695349,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,DONALD.csv,DONALD,15.5231666666667,359,15.523,129,5052947.169276704,methyl8oxooctanoate,True
Decanal,DONALD.csv,DONALD,17.3269833333333,420,17.317,69,10612817.459039932,ntridecan1ol,True
Decanal,DONALD.csv,DONALD,18.5198833333333,459,18.539,71,794490.2237475514,ntridecan1ol,True
1-Octen-3-ol,DONALD.csv,DONALD,18.69995,464,18.697,83,4015473.178723139,1octadecanol,True
Acetophenone,DONALD.csv,DONALD,19.3558833333333,486,19.362,106,2564662.192830961,benzophenone,True
1-Heptanol,DONALD.csv,DONALD,19.64205,496,19.647,71,2110976.359819838,nheptadecanol1,True
3-Octanone,DONALD.csv,DONALD,20.9024666666667,539,20.903,57,13145244.295594512,octadecane,True
2-Isopropyl-3-methoxypyrazine,DONALD.csv,DONALD,21.1564666666667,547,21.162,73,6041859.754775872,isopropylmyristate,True
Benzeneacetaldehyde,DONALD.csv,DONALD,22.0857166666667,581,22.076,178,1889902.966949512,benzene(1methyldodecyl),True
Hexanoic acid,DONALD.csv,DONALD,22.4619,594,22.472,43,834474.1236951272,nhexadecanoicacid,True
"2-Propanone, 1-methoxy-",FARIDA.csv,FARIDA,2.16343333333333,9,2.157,56,54899.9258890843,2propanone1methoxy,True
"Butanal, 3-methyl-",FARIDA.csv,FARIDA,2.89238155723577,32,2.895,44,2660496.8357913992,butanal3methyl,True
Benzaldehyde,FARIDA.csv,FARIDA,9.33615897855185,166,9.348,76,223967.44831915657,benzaldehyde,True
Dimethyl trisulfide,FARIDA.csv,FARIDA,9.54588333333333,172,9.542,79,159135.02001288917,dimethyltrisulfide,True
Octanal,FARIDA.csv,FARIDA,10.2146833333333,196,10.218,43,2262143.566771772,octanal,True
Hexanol,FARIDA.csv,FARIDA,10.7162833333333,210,10.731,70,1150002.7878135538,1hexanol2ethyl,True
Acetophenone,FARIDA.csv,FARIDA,11.4751,234,11.478,105,1442919.7442744635,acetophenone,True
Nonanal,FARIDA.csv,FARIDA,12.0988833333333,253,12.102,57,13440907.947707543,nonanal,True
Decanal,FARIDA.csv,FARIDA,13.61975,298,13.616,57,1177056.4196679918,dodecane,True
Decanal,FARIDA.csv,FARIDA,13.7290666666667,301,13.732,57,3233051.4060283746,decanal,True
Decanal,FARIDA.csv,FARIDA,15.0634333333333,344,15.06,57,962489.5711892452,tridecane,True
Tetramethylpyrazine,FARIDA.csv,FARIDA,16.38495,387,16.385,57,2686234.847455225,tetradecane,True
1-Heptanol,FARIDA.csv,FARIDA,17.3141833333333,420,17.317,69,1561093.580091692,1tetradecanol,True
Acetophenone,FARIDA.csv,FARIDA,19.3334333333333,485,19.336,181,225093.19337356387,benzophenone,True
"Butanal, 3-methyl-",HANSA.csv,HANSA,2.89618333333333,32,2.895,44,2351336.3303846824,butanal3methyl,True
"Butanal, 3-methyl-",HANSA.csv,HANSA,5.00225,80,4.999,83,106182.9750936848,heptane3methylene,True
Benzaldehyde,HANSA.csv,HANSA,9.33333333333333,165,9.322,85,87237.34299454276,benzaldehyde,True
Hexanol,HANSA.csv,HANSA,9.75775,179,9.751,43,212548.4585222437,phenol,True
Hexanol,HANSA.csv,HANSA,10.7255833333333,210,10.731,70,4616498.780706026,1hexanol2ethyl,True
Acetophenone,HANSA.csv,HANSA,11.47475,234,11.478,105,4431419.449252492,acetophenone,True
Nonanal,HANSA.csv,HANSA,12.1049666666667,253,12.102,57,22188476.601117637,nonanal,True
Octanoic acid,HANSA.csv,HANSA,12.4265,261,12.427,74,1989283.174044217,octanoicacidmethylester,True
Decanal,HANSA.csv,HANSA,13.7319333333333,301,13.732,57,5775040.895128909,decanal,True
Ethanol,HANSA.csv,HANSA,13.9955833333333,308,13.989,57,1723357.471529986,ethanol2phenoxy,True
"2-Propanone, 1-methoxy-",HANSA.csv,HANSA,14.27855,318,14.288,45,2849151.324441413,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",HANSA.csv,HANSA,14.3492833333333,320,14.343,71,538708.5415404191,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,HANSA.csv,HANSA,15.5228833333333,359,15.523,129,3998211.027660463,methyl8oxooctanoate,True
Decanal,HANSA.csv,HANSA,17.3202666666667,420,17.317,69,7638552.586644447,ntridecan1ol,True
Decanal,HANSA.csv,HANSA,17.7832833333333,435,17.783,57,3072460.149281123,tridecanal,True
Octanoic acid,HANSA.csv,HANSA,18.3298833333333,452,18.33,141,19146.13033873791,dodecanoicacid,True
Acetophenone,HANSA.csv,HANSA,19.34915,486,19.362,106,2015149.31115805,benzophenone,True
3-Octanone,HANSA.csv,HANSA,20.89895,539,20.903,57,3958299.983489088,octadecane,True
"Butanal, 3-methyl-",KENNEBEC.csv,KENNEBEC,2.89961142477727,32,2.895,44,1817740.404932363,butanal3methyl,True
Pentanal,KENNEBEC.csv,KENNEBEC,3.30808333333333,46,3.315,44,2862904.097553506,pentanal,True
Heptanal,KENNEBEC.csv,KENNEBEC,7.95105,132,7.959,70,1364524.5785633924,heptanal,True
Benzaldehyde,KENNEBEC.csv,KENNEBEC,9.33043333333333,165,9.322,85,86001.63559604326,benzaldehyde,True
Hexanol,KENNEBEC.csv,KENNEBEC,9.7613,180,9.767,60,292977.1782163709,phenol,True
Hexanol,KENNEBEC.csv,KENNEBEC,10.7291166666667,210,10.731,70,5079483.982202597,1hexanol2ethyl,True
Acetophenone,KENNEBEC.csv,KENNEBEC,11.4750833333333,234,11.478,105,5126009.647667995,acetophenone,True
Nonanal,KENNEBEC.csv,KENNEBEC,12.1085,253,12.102,57,32111056.373149727,nonanal,True
Decanal,KENNEBEC.csv,KENNEBEC,13.6229333333333,298,13.616,57,3995516.433823868,dodecane,True
Decanal,KENNEBEC.csv,KENNEBEC,13.73225,301,13.732,57,7075855.68755641,decanal,True
Ethanol,KENNEBEC.csv,KENNEBEC,14.00235,308,13.989,57,2745907.316725808,ethanol2phenoxy,True
Methyl butanoate,KENNEBEC.csv,KENNEBEC,15.5264166666667,359,15.523,129,5701232.601497975,methyl8oxooctanoate,True
Pentanal,KENNEBEC.csv,KENNEBEC,17.3302333333333,420,17.317,69,13184675.87992302,npentadecanol,True
Decanal,KENNEBEC.csv,KENNEBEC,18.5231333333333,459,18.539,71,842586.1504035313,ntridecan1ol,True
1-Octen-3-ol,KENNEBEC.csv,KENNEBEC,18.6999833333333,464,18.697,83,4180448.668575614,1octadecanol,True
Acetophenone,KENNEBEC.csv,KENNEBEC,19.3591333333333,486,19.362,106,2650154.8174109147,benzophenone,True
3-Octanone,KENNEBEC.csv,KENNEBEC,20.9057166666667,539,20.903,57,13256740.2966013,octadecane,True
2-Nonanone,KENNEBEC.csv,KENNEBEC,21.8831833333333,575,21.878,57,8267561.922485947,nonadecane,True
Hexanoic acid,KENNEBEC.csv,KENNEBEC,22.4523,593,22.444,57,836989.0064167838,nhexadecanoicacid,True
"2-Propanone, 1-methoxy-",MEMPHIS.csv,MEMPHIS,2.17263333333333,10,2.183,45,7656608.395293852,2propanone1methoxy,True
"Butanal, 3-methyl-",MEMPHIS.csv,MEMPHIS,2.88965,32,2.895,44,4595846.717686013,butanal3methyl,True
Hexanal,MEMPHIS.csv,MEMPHIS,5.2883,89,5.289,56,2167714.5897906367,hexanal,True
Benzaldehyde,MEMPHIS.csv,MEMPHIS,9.3375116093026,166,9.348,76,262507.53440948407,benzaldehyde,True
Hexanol,MEMPHIS.csv,MEMPHIS,9.75443333333333,179,9.751,43,116828.51900605964,phenol,True
Octanal,MEMPHIS.csv,MEMPHIS,10.21745,196,10.218,43,1916679.0119128672,octanal,True
Hexanol,MEMPHIS.csv,MEMPHIS,10.7158333333333,210,10.731,70,1274925.5254829137,1hexanol2ethyl,True
Acetophenone,MEMPHIS.csv,MEMPHIS,11.47465,234,11.478,105,1829415.9496201,acetophenone,True
Nonanal,MEMPHIS.csv,MEMPHIS,12.10165,253,12.102,57,11746334.648669291,nonanal,True
Decanal,MEMPHIS.csv,MEMPHIS,13.6192833333333,298,13.616,57,1234042.8727065404,dodecane,True
Decanal,MEMPHIS.csv,MEMPHIS,13.7286166666667,301,13.732,57,2762620.5682519795,decanal,True
Decanal,MEMPHIS.csv,MEMPHIS,15.0597666666667,344,15.06,57,981537.565968034,tridecane,True
Tetramethylpyrazine,MEMPHIS.csv,MEMPHIS,16.3845,387,16.385,57,2678212.615408216,tetradecane,True
Acetophenone,MEMPHIS.csv,MEMPHIS,19.3329833333333,485,19.336,181,211990.87658876125,benzophenone,True
"2-Propanone, 1-methoxy-",BILDTSTAR.csv,BILDTSTAR,2.1665,9,2.157,56,64772.99990821251,2propanone1methoxy,True
"Butanal, 3-methyl-",BILDTSTAR.csv,BILDTSTAR,2.88995,32,2.895,44,2541068.1681272504,butanal3methyl,True
Benzaldehyde,BILDTSTAR.csv,BILDTSTAR,9.33351666666667,165,9.322,85,14478.444655226527,benzaldehyde,True
Hexanol,BILDTSTAR.csv,BILDTSTAR,9.7483,179,9.751,43,125850.00219725155,phenol,True
Octanal,BILDTSTAR.csv,BILDTSTAR,10.2145333333333,196,10.218,43,2631065.987234636,octanal,True
Hexanol,BILDTSTAR.csv,BILDTSTAR,10.7161166666667,210,10.731,70,1221297.1268205056,1hexanol2ethyl,True
Acetophenone,BILDTSTAR.csv,BILDTSTAR,11.47495,234,11.478,105,1972929.81827598,acetophenone,True
Nonanal,BILDTSTAR.csv,BILDTSTAR,12.1019333333333,253,12.102,57,14571470.420892537,nonanal,True
Decanal,BILDTSTAR.csv,BILDTSTAR,13.6195833333333,298,13.616,57,1243545.7393967358,dodecane,True
Decanal,BILDTSTAR.csv,BILDTSTAR,13.7289,301,13.732,57,3948597.0969222975,decanal,True
Tetramethylpyrazine,BILDTSTAR.csv,BILDTSTAR,16.3847833333333,387,16.385,57,2807033.8730550325,tetradecane,True
Decanal,BILDTSTAR.csv,BILDTSTAR,17.3140333333333,420,17.317,69,2467470.8681727634,ntridecan1ol,True
Acetophenone,BILDTSTAR.csv,BILDTSTAR,19.3332666666667,485,19.336,181,293975.74782009964,benzophenone,True
Hexanoic acid,BILDTSTAR.csv,BILDTSTAR,22.4682333333333,594,22.472,43,1142860.269205638,nhexadecanoicacid,True
"2-Propanone, 1-methoxy-",REDDALE.csv,REDDALE,2.16993333333333,9,2.157,56,82915.28037565616,2propanone1methoxy,True
"Butanal, 3-methyl-",REDDALE.csv,REDDALE,2.89577027319904,32,2.895,44,3050365.73615094,butanal3methyl,True
Benzaldehyde,REDDALE.csv,REDDALE,9.33811335722017,166,9.348,76,190587.8960974779,benzaldehyde,True
Hexanol,REDDALE.csv,REDDALE,9.75175,179,9.751,43,114525.09155126392,phenol,True
Octanal,REDDALE.csv,REDDALE,10.21475,196,10.218,43,2270520.0175796333,octanal,True
Hexanol,REDDALE.csv,REDDALE,10.71635,210,10.731,70,1132320.138026391,1hexanol2ethyl,True
Acetophenone,REDDALE.csv,REDDALE,11.4751666666667,234,11.478,105,1797739.5535704463,acetophenone,True
Nonanal,REDDALE.csv,REDDALE,12.1021666666667,253,12.102,57,13208966.806941338,nonanal,True
Decanal,REDDALE.csv,REDDALE,13.6198166666667,298,13.616,57,1342316.70458276,dodecane,True
Decanal,REDDALE.csv,REDDALE,13.7291333333333,301,13.732,57,3343130.8960674177,decanal,True
Decanal,REDDALE.csv,REDDALE,15.0635166666667,344,15.06,57,1088767.6362965095,tridecane,True
Tetramethylpyrazine,REDDALE.csv,REDDALE,16.3818,387,16.385,57,3041970.727202491,tetradecane,True
Acetophenone,REDDALE.csv,REDDALE,19.3335,485,19.336,181,301322.0237361209,benzophenone,True
"2-Propanone, 1-methoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,2.17286666666667,10,2.183,45,6789151.233774794,2propanone1methoxy,True
"Butanal, 3-methyl-",VIOLET QUEEN.csv,VIOLET QUEEN,2.89631666666667,32,2.895,44,11012562.73728554,butanal3methyl,True
"Butanal, 3-methyl-",VIOLET QUEEN.csv,VIOLET QUEEN,5.00238333333333,80,4.999,83,77914.17166805189,heptane3methylene,True
"2-Propanone, 1-methoxy-",VIOLET QUEEN.csv,VIOLET QUEEN,8.88975,152,8.912,72,22794.64212223597,2propanol1butoxy,True
Benzaldehyde,VIOLET QUEEN.csv,VIOLET QUEEN,9.33025,165,9.322,85,79048.46779082804,benzaldehyde,True
Hexanol,VIOLET QUEEN.csv,VIOLET QUEEN,9.76431666666667,180,9.767,60,296958.0406828503,phenol,True
Hexanol,VIOLET QUEEN.csv,VIOLET QUEEN,10.7257166666667,210,10.731,70,4594877.091392594,1hexanol2ethyl,True
Acetophenone,VIOLET QUEEN.csv,VIOLET QUEEN,11.4748833333333,234,11.478,105,4654803.763170636,acetophenone,True
Nonanal,VIOLET QUEEN.csv,VIOLET QUEEN,12.1051,253,12.102,57,25967356.46760221,nonanal,True
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,13.7320666666667,301,13.732,57,5413954.92650467,decanal,True
Ethanol,VIOLET QUEEN.csv,VIOLET QUEEN,14.00215,308,13.989,57,2488598.9110639496,ethanol2phenoxy,True
Methyl butanoate,VIOLET QUEEN.csv,VIOLET QUEEN,15.5230166666667,359,15.523,129,4300335.830128023,methyl8oxooctanoate,True
Tetramethylpyrazine,VIOLET QUEEN.csv,VIOLET QUEEN,16.3847333333333,387,16.385,57,14371780.31021212,tetradecane,True
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,17.3268333333333,420,17.317,69,11042819.316744223,ntridecan1ol,True
Decanal,VIOLET QUEEN.csv,VIOLET QUEEN,18.5197333333333,459,18.539,71,652654.2025125491,ntridecan1ol,True
1-Octen-3-ol,VIOLET QUEEN.csv,VIOLET QUEEN,18.6997833333333,464,18.697,83,3543947.392214808,1octadecanol,True
Acetophenone,VIOLET QUEEN.csv,VIOLET QUEEN,19.3525,486,19.362,106,2369510.4477743786,benzophenone,True
3-Octanone,VIOLET QUEEN.csv,VIOLET QUEEN,20.9055166666667,539,20.903,57,12972409.366159707,octadecane,True
2-Nonanone,VIOLET QUEEN.csv,VIOLET QUEEN,21.8862,575,21.878,57,5614415.1256387895,nonadecane,True
"Butanal, 3-methyl-",ADORA.csv,ADORA,2.89308333333333,32,2.895,44,3847878.457655193,butanal3methyl,True
Benzaldehyde,ADORA.csv,ADORA,9.33794543512391,166,9.348,76,160831.54526904374,benzaldehyde,True
Hexanol,ADORA.csv,ADORA,9.75143333333333,179,9.751,43,192869.02404491528,phenol,True
Octanal,ADORA.csv,ADORA,10.2208833333333,196,10.218,43,3578182.4956626343,octanal,True
Hexanol,ADORA.csv,ADORA,10.7335340073372,210,10.731,70,1396695.475933161,1hexanol2ethyl,True
Acetophenone,ADORA.csv,ADORA,11.4748666666667,234,11.478,105,3943885.888873813,acetophenone,True
Nonanal,ADORA.csv,ADORA,12.1050833333333,253,12.102,57,14775288.048156658,nonanal,True
Decanal,ADORA.csv,ADORA,13.6227333333333,298,13.616,57,1492866.7151218145,dodecane,True
Decanal,ADORA.csv,ADORA,13.73205,301,13.732,57,7726009.46719241,decanal,True
Decanal,ADORA.csv,ADORA,16.5294,391,16.533,57,2106065.470160661,dodecanal,True
Phenylacetaldehyde,ADORA.csv,ADORA,18.1692333333333,447,18.182,51,432957.7455042657,phenylmaleicanhydride,True
Acetophenone,ADORA.csv,ADORA,19.3332,485,19.336,181,583018.4466718099,benzophenone,True
3-Heptanone,ADORA.csv,ADORA,19.8637333333333,504,19.865,57,2604082.8610777683,heptadecane,True
Octanoic acid,ADORA.csv,ADORA,20.4843,524,20.481,60,1881091.6041109867,tetradecanoicacid,True
Hexanoic acid,ADORA.csv,ADORA,22.46495,594,22.472,43,850233.6549555503,nhexadecanoicacid,True
Hexanal,DESIREE.csv,DESIREE,5.29176666666667,89,5.289,56,6466124.484719032,hexanal,True
Benzaldehyde,DESIREE.csv,DESIREE,9.33988333333333,166,9.348,76,78596.28063854476,benzaldehyde,True
Hexanol,DESIREE.csv,DESIREE,9.75466666666667,179,9.751,43,149840.2799742995,phenol,True
Octanal,DESIREE.csv,DESIREE,10.2210704034593,196,10.218,43,2315171.019554893,octanal,True
Hexanol,DESIREE.csv,DESIREE,10.7225,210,10.731,70,883643.0883154575,1hexanol2ethyl,True
Acetophenone,DESIREE.csv,DESIREE,11.4781,234,11.478,105,942495.9238695938,acetophenone,True
Nonanal,DESIREE.csv,DESIREE,12.1018833333333,253,12.102,57,12608448.879436214,nonanal,True
Decanal,DESIREE.csv,DESIREE,13.7320666666667,301,13.732,57,3717857.4059171714,decanal,True
Acetophenone,DESIREE.csv,DESIREE,19.33,485,19.336,181,166431.06379722556,benzophenone,True
Octanoic acid,DESIREE.csv,DESIREE,20.4811,524,20.481,60,1483989.3657336812,tetradecanoicacid,True
Hexanoic acid,DESIREE.csv,DESIREE,22.4585333333333,594,22.472,43,516881.8667153966,nhexadecanoicacid,True
"Butanal, 3-methyl-",CLEARWATER R.csv,CLEARWATER R,2.89006666666667,32,2.895,44,5188678.714902852,butanal3methyl,True
Benzaldehyde,CLEARWATER R.csv,CLEARWATER R,9.33365,165,9.322,85,17414.46136077501,benzaldehyde,True
Dimethyl trisulfide,CLEARWATER R.csv,CLEARWATER R,9.54906666666667,172,9.542,79,362248.98121570505,dimethyltrisulfide,True
Hexanol,CLEARWATER R.csv,CLEARWATER R,9.75163333333333,179,9.751,43,168334.48496818438,phenol,True
Octanal,CLEARWATER R.csv,CLEARWATER R,10.2178666666667,196,10.218,43,3157417.113761561,octanal,True
Hexanol,CLEARWATER R.csv,CLEARWATER R,10.7226833333333,210,10.731,70,2304953.3386584786,1hexanol2ethyl,True
Acetophenone,CLEARWATER R.csv,CLEARWATER R,11.47185,234,11.478,105,3829074.524896996,acetophenone,True
Nonanal,CLEARWATER R.csv,CLEARWATER R,12.1020666666667,253,12.102,57,15608755.915266382,nonanal,True
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,13.2853166666667,288,13.292,106,335589.15483314137,benzoicacid,True
Decanal,CLEARWATER R.csv,CLEARWATER R,13.73225,301,13.732,57,7418906.721521261,decanal,True
Tetramethylpyrazine,CLEARWATER R.csv,CLEARWATER R,16.3849166666667,387,16.385,57,2606948.506737609,tetradecane,True
Phenylacetaldehyde,CLEARWATER R.csv,CLEARWATER R,18.1694333333333,447,18.182,51,553591.8250802928,phenylmaleicanhydride,True
Acetophenone,CLEARWATER R.csv,CLEARWATER R,19.3334,485,19.336,181,564239.8243013078,benzophenone,True
3-Heptanone,CLEARWATER R.csv,CLEARWATER R,19.8639333333333,504,19.865,57,5248938.558986382,heptadecane,True
Octanoic acid,CLEARWATER R.csv,CLEARWATER R,20.5102166666667,525,20.506,73,2134156.882140276,tetradecanoicacid,True
3-Octanone,CLEARWATER R.csv,CLEARWATER R,20.9024833333333,539,20.903,57,8432760.75932718,octadecane,True
2-Nonanone,CLEARWATER R.csv,CLEARWATER R,21.8831666666667,575,21.878,57,2935511.267171874,nonadecane,True
Benzeneacetaldehyde,CLEARWATER R.csv,CLEARWATER R,22.0825166666667,581,22.076,178,1777200.2956077976,benzene(1methyldodecyl),True
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,22.1436166666667,582,22.134,105,17326135.897666533,hexadecanoicacidmethylester,True
Hexanoic acid,CLEARWATER R.csv,CLEARWATER R,22.4715833333333,594,22.472,43,1285653.322186977,nhexadecanoicacid,True
