Compound Name,FileName,Variety,Component RT,Peak,tR_best,m/z,Intensity,norm_name,is_aroma
Octanoic acid,FORTUS.csv,FORTUS,20.48125,524,20.481,60,751332.3361306197,tetradecanoicacid,True
Hexanoic acid,FORTUS.csv,FORTUS,22.13715,582,22.134,105,830451.4939224551,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",AGRIA.csv,AGRIA,2.16973333333333,9,2.157,56,106623.8468173112,2propanone1methoxy,True
"Butanal, 3-methyl-",AGRIA.csv,AGRIA,2.88676666666667,32,2.895,44,1334536.933616924,butanal3methyl,True
Pentanal,AGRIA.csv,AGRIA,3.30475,46,3.315,44,764549.4717209316,pentanal,True
Benzaldehyde,AGRIA.csv,AGRIA,9.33897937638422,166,9.348,76,52980.39518640352,benzaldehyde,True
Dimethyl trisulfide,AGRIA.csv,AGRIA,9.54255,172,9.542,79,102709.6490845056,dimethyltrisulfide,True
Octanal,AGRIA.csv,AGRIA,10.2113333333333,196,10.218,43,1701690.3689166915,octanal,True
Hexanol,AGRIA.csv,AGRIA,10.7174192008557,210,10.731,70,773138.3881164188,1hexanol2ethyl,True
Nonanal,AGRIA.csv,AGRIA,12.0955333333333,253,12.102,57,10344218.332297267,nonanal,True
Decanal,AGRIA.csv,AGRIA,13.7225,301,13.732,57,3024816.73755745,decanal,True
Tetramethylpyrazine,AGRIA.csv,AGRIA,16.3751666666667,387,16.385,57,1247032.0143449346,tetradecane,True
Acetophenone,AGRIA.csv,AGRIA,19.32365,484,19.314,57,47385.7369032415,benzophenone,True
Ethyl hexanoate,AGRIA.csv,AGRIA,21.1113833333333,546,21.114,99,1268983.0302839642,2ethylhexylsalicylate,True
"2-Propanone, 1-methoxy-",CAROLINA.csv,CAROLINA,2.17311666666667,10,2.183,45,5457054.95304359,2propanone1methoxy,True
"Butanal, 3-methyl-",CAROLINA.csv,CAROLINA,2.88693333333333,32,2.895,44,1822087.6404451216,butanal3methyl,True
Benzaldehyde,CAROLINA.csv,CAROLINA,9.33693333333333,166,9.348,76,33423.28089257315,benzaldehyde,True
Dimethyl trisulfide,CAROLINA.csv,CAROLINA,9.54593333333333,172,9.542,79,77537.87278855519,dimethyltrisulfide,True
Hexanol,CAROLINA.csv,CAROLINA,9.75493333333333,179,9.751,43,40426.95095597671,phenol,True
Octanal,CAROLINA.csv,CAROLINA,10.2115166666667,196,10.218,43,1219379.6578332484,octanal,True
Hexanol,CAROLINA.csv,CAROLINA,10.7195333333333,210,10.731,70,818548.9108392091,1hexanol2ethyl,True
Nonanal,CAROLINA.csv,CAROLINA,12.0925,253,12.102,57,7848254.809693603,nonanal,True
Decanal,CAROLINA.csv,CAROLINA,13.7226833333333,301,13.732,57,2025197.863174249,decanal,True
Acetophenone,CAROLINA.csv,CAROLINA,19.3238166666667,484,19.314,57,72845.69816285682,benzophenone,True
"2-Propanone, 1-methoxy-",COLOMBA.csv,COLOMBA,2.1771918311642,10,2.183,45,4951333.303430219,2propanone1methoxy,True
"Butanal, 3-methyl-",COLOMBA.csv,COLOMBA,2.89003333333333,32,2.895,44,2723086.523297281,butanal3methyl,True
Heptanal,COLOMBA.csv,COLOMBA,7.951,132,7.959,70,587866.9291216478,heptanal,True
Benzaldehyde,COLOMBA.csv,COLOMBA,9.34009657462521,166,9.348,76,40882.02221400591,benzaldehyde,True
Dimethyl trisulfide,COLOMBA.csv,COLOMBA,9.54581666666667,172,9.542,79,151829.19267688604,dimethyltrisulfide,True
Octanal,COLOMBA.csv,COLOMBA,10.2114,196,10.218,43,1968341.2427552603,octanal,True
Hexanol,COLOMBA.csv,COLOMBA,10.7162,210,10.731,70,1231577.4473676274,1hexanol2ethyl,True
Nonanal,COLOMBA.csv,COLOMBA,12.0956,253,12.102,57,10465656.659880262,nonanal,True
Decanal,COLOMBA.csv,COLOMBA,13.7225666666667,301,13.732,57,3575702.6318048225,decanal,True
Acetophenone,COLOMBA.csv,COLOMBA,19.3242068121168,484,19.314,57,54795.14626645893,benzophenone,True
Hexanoic acid,COLOMBA.csv,COLOMBA,22.1339333333333,582,22.134,105,1216458.5378671892,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",CRISPS4ALL.csv,CRISPS4ALL,2.17301666666667,10,2.183,45,6108112.556187334,2propanone1methoxy,True
"Butanal, 3-methyl-",CRISPS4ALL.csv,CRISPS4ALL,2.88681666666667,32,2.895,44,1037048.0327622312,butanal3methyl,True
Benzaldehyde,CRISPS4ALL.csv,CRISPS4ALL,9.3336,165,9.322,85,14257.426428794688,benzaldehyde,True
Dimethyl trisulfide,CRISPS4ALL.csv,CRISPS4ALL,9.5426,172,9.542,79,104941.65484394434,dimethyltrisulfide,True
Octanal,CRISPS4ALL.csv,CRISPS4ALL,10.2114,196,10.218,43,1567512.5893099303,octanal,True
Hexanol,CRISPS4ALL.csv,CRISPS4ALL,10.7162,210,10.731,70,993247.142439164,1hexanol2ethyl,True
Nonanal,CRISPS4ALL.csv,CRISPS4ALL,12.0956,253,12.102,57,9297290.313146444,nonanal,True
Decanal,CRISPS4ALL.csv,CRISPS4ALL,13.7225666666667,301,13.732,57,2248520.189221301,decanal,True
Acetophenone,CRISPS4ALL.csv,CRISPS4ALL,19.3237166666667,484,19.314,57,65559.50112235706,benzophenone,True
Hexanoic acid,CRISPS4ALL.csv,CRISPS4ALL,22.1339333333333,582,22.134,105,701333.5368993821,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",DEODARA.csv,DEODARA,2.16943333333333,9,2.157,56,57813.78919903021,2propanone1methoxy,True
"Butanal, 3-methyl-",DEODARA.csv,DEODARA,2.88645,32,2.895,44,1706296.472152758,butanal3methyl,True
Hexanal,DEODARA.csv,DEODARA,5.29475,89,5.289,56,552759.7698191799,hexanal,True
Benzaldehyde,DEODARA.csv,DEODARA,9.34533339337578,166,9.348,76,39016.13586610536,benzaldehyde,True
Octanal,DEODARA.csv,DEODARA,10.21425,196,10.218,43,1229772.248183376,octanal,True
Hexanol,DEODARA.csv,DEODARA,10.7256189772497,210,10.731,70,535455.3660561204,1hexanol2ethyl,True
Nonanal,DEODARA.csv,DEODARA,12.0952333333333,253,12.102,57,8539889.531093393,nonanal,True
Decanal,DEODARA.csv,DEODARA,13.7222,301,13.732,57,2081774.9692500336,decanal,True
Acetophenone,DEODARA.csv,DEODARA,19.3265666666667,485,19.336,181,118066.26838184326,benzophenone,True
"2-Propanone, 1-methoxy-",TETON RUSSET.csv,TETON RUSSET,2.16646666666667,9,2.157,56,58541.2083093846,2propanone1methoxy,True
"Butanal, 3-methyl-",TETON RUSSET.csv,TETON RUSSET,2.88671666666667,32,2.895,44,1478740.3648519097,butanal3methyl,True
Hexanal,TETON RUSSET.csv,TETON RUSSET,5.28858333333333,89,5.289,56,646032.7495870076,hexanal,True
Heptanal,TETON RUSSET.csv,TETON RUSSET,7.9509,132,7.959,70,480206.3720192873,heptanal,True
Benzaldehyde,TETON RUSSET.csv,TETON RUSSET,9.33671666666667,166,9.348,76,31436.90949947679,benzaldehyde,True
Octanal,TETON RUSSET.csv,TETON RUSSET,10.2112833333333,196,10.218,43,1982557.984897208,octanal,True
Hexanol,TETON RUSSET.csv,TETON RUSSET,10.7161,210,10.731,70,553599.4833207367,1hexanol2ethyl,True
Nonanal,TETON RUSSET.csv,TETON RUSSET,12.0922666666667,253,12.102,57,11810380.709428,nonanal,True
Decanal,TETON RUSSET.csv,TETON RUSSET,13.72245,301,13.732,57,3018490.3826682125,decanal,True
Tetramethylpyrazine,TETON RUSSET.csv,TETON RUSSET,16.3751166666667,387,16.385,57,818492.9800292914,tetradecane,True
Acetophenone,TETON RUSSET.csv,TETON RUSSET,19.3268166666667,485,19.336,181,101566.7540182481,benzophenone,True
"2-Propanone, 1-methoxy-",KONDOR.csv,KONDOR,2.16988333333333,9,2.157,56,50933.44164949173,2propanone1methoxy,True
"Butanal, 3-methyl-",KONDOR.csv,KONDOR,2.88691666666667,32,2.895,44,2600282.0107890265,butanal3methyl,True
Hexanal,KONDOR.csv,KONDOR,5.292,89,5.289,56,702778.650244358,hexanal,True
Benzaldehyde,KONDOR.csv,KONDOR,9.34273546479431,166,9.348,76,33701.6549893135,benzaldehyde,True
Dimethyl trisulfide,KONDOR.csv,KONDOR,9.54591666666667,172,9.542,79,104683.6578160856,dimethyltrisulfide,True
Octanal,KONDOR.csv,KONDOR,10.2115,196,10.218,43,1263219.486053296,octanal,True
Hexanol,KONDOR.csv,KONDOR,10.7163,210,10.731,70,654432.0843048983,1hexanol2ethyl,True
Nonanal,KONDOR.csv,KONDOR,12.0956833333333,253,12.102,57,9300171.682544684,nonanal,True
Decanal,KONDOR.csv,KONDOR,13.7226666666667,301,13.732,57,2373120.578785081,decanal,True
Acetophenone,KONDOR.csv,KONDOR,19.3238,484,19.314,57,42755.45305199544,benzophenone,True
3-Octanone,KONDOR.csv,KONDOR,20.8896833333333,538,20.887,150,59945.803565433744,octadecane,True
Hexanoic acid,KONDOR.csv,KONDOR,22.1340333333333,582,22.134,105,976983.2930266706,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",MUSE.csv,MUSE,2.17281666666667,10,2.183,45,5139707.949372045,2propanone1methoxy,True
"Butanal, 3-methyl-",MUSE.csv,MUSE,2.88663333333333,32,2.895,44,2549142.720807146,butanal3methyl,True
Benzaldehyde,MUSE.csv,MUSE,9.33341666666667,165,9.322,85,17149.173846403868,benzaldehyde,True
Dimethyl trisulfide,MUSE.csv,MUSE,9.54241666666667,172,9.542,79,135956.56895028954,dimethyltrisulfide,True
Octanal,MUSE.csv,MUSE,10.2112,196,10.218,43,1496795.690077609,octanal,True
Hexanol,MUSE.csv,MUSE,10.7128,209,10.699,92,13339.269169646384,1hexanol2ethyl,True
Nonanal,MUSE.csv,MUSE,12.0954,253,12.102,57,8960530.617668886,nonanal,True
Decanal,MUSE.csv,MUSE,13.7223666666667,301,13.732,57,2551357.694800597,decanal,True
Acetophenone,MUSE.csv,MUSE,19.3235166666667,484,19.314,57,115160.83925632152,benzophenone,True
"2-Propanone, 1-methoxy-",PARELLA.csv,PARELLA,2.17298333333333,10,2.183,45,7161196.4421763485,2propanone1methoxy,True
"Butanal, 3-methyl-",PARELLA.csv,PARELLA,2.8868,32,2.895,44,2206009.6715440257,butanal3methyl,True
Hexanal,PARELLA.csv,PARELLA,5.29188333333333,89,5.289,56,670834.8777786633,hexanal,True
Benzaldehyde,PARELLA.csv,PARELLA,9.34206303418719,166,9.348,76,32522.3468907745,benzaldehyde,True
Dimethyl trisulfide,PARELLA.csv,PARELLA,9.5458,172,9.542,79,72427.04657254922,dimethyltrisulfide,True
Octanal,PARELLA.csv,PARELLA,10.2113833333333,196,10.218,43,1778362.178748647,octanal,True
Hexanol,PARELLA.csv,PARELLA,10.7194,210,10.731,70,520366.8759260949,1hexanol2ethyl,True
Nonanal,PARELLA.csv,PARELLA,12.0955833333333,253,12.102,57,10490819.238299502,nonanal,True
Decanal,PARELLA.csv,PARELLA,13.72255,301,13.732,57,3655461.4722235953,decanal,True
Decanal,PARELLA.csv,PARELLA,16.5199,391,16.533,57,692970.4246622184,dodecanal,True
Acetophenone,PARELLA.csv,PARELLA,19.3237,484,19.314,57,39925.45126591212,benzophenone,True
Hexanoic acid,PARELLA.csv,PARELLA,22.1371333333333,582,22.134,105,702473.0297671462,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",ROYAL.csv,ROYAL,2.17047741734271,10,2.183,45,6286099.283933094,2propanone1methoxy,True
"Butanal, 3-methyl-",ROYAL.csv,ROYAL,2.88686666666667,32,2.895,44,1231729.2678691498,butanal3methyl,True
Hexanal,ROYAL.csv,ROYAL,5.2897625770269,89,5.289,56,951675.4792289227,hexanal,True
Benzaldehyde,ROYAL.csv,ROYAL,9.33994131530767,166,9.348,76,35671.756595026935,benzaldehyde,True
Dimethyl trisulfide,ROYAL.csv,ROYAL,9.54586666666667,172,9.542,79,77291.86006999723,dimethyltrisulfide,True
Hexanol,ROYAL.csv,ROYAL,9.75486666666667,179,9.751,43,41683.27668789262,phenol,True
Octanal,ROYAL.csv,ROYAL,10.2114333333333,196,10.218,43,1764047.956506823,octanal,True
Hexanol,ROYAL.csv,ROYAL,10.71625,210,10.731,70,596806.1052822404,1hexanol2ethyl,True
Nonanal,ROYAL.csv,ROYAL,12.0956333333333,253,12.102,57,12400690.05026539,nonanal,True
Decanal,ROYAL.csv,ROYAL,13.7226,301,13.732,57,3405669.522337467,decanal,True
Acetophenone,ROYAL.csv,ROYAL,19.32375,484,19.314,57,56258.14581100366,benzophenone,True
Hexanoic acid,ROYAL.csv,ROYAL,22.1339833333333,582,22.134,105,1611763.034794837,hexadecanoicacidmethylester,True
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,2.17306666666667,10,2.183,45,8045744.729033032,2propanone1methoxy,True
"Butanal, 3-methyl-",CARDYMA.csv,CARDYMA,3.36596666666667,47,3.38,81,1300938.7822589043,furan2ethyl,True
Hexanal,CARDYMA.csv,CARDYMA,5.2791,89,5.289,56,2387828.02464338,hexanal,True
Heptanal,CARDYMA.csv,CARDYMA,7.94785,132,7.959,70,611985.6142134374,heptanal,True
Benzaldehyde,CARDYMA.csv,CARDYMA,9.33045,165,9.322,85,15810.415614109128,benzaldehyde,True
Hexanol,CARDYMA.csv,CARDYMA,9.75166666666667,179,9.751,43,64151.39586109427,phenol,True
Octanal,CARDYMA.csv,CARDYMA,10.21145,196,10.218,43,2093724.0074348447,octanal,True
Hexanol,CARDYMA.csv,CARDYMA,10.729443610586,210,10.731,70,867801.3021879579,1hexanol2ethyl,True
Acetophenone,CARDYMA.csv,CARDYMA,11.46865,234,11.478,105,1230244.8086239856,acetophenone,True
Nonanal,CARDYMA.csv,CARDYMA,12.0924333333333,253,12.102,57,13446501.765046136,nonanal,True
Octanoic acid,CARDYMA.csv,CARDYMA,12.4204,261,12.427,74,498870.62198238703,octanoicacidmethylester,True
Decanal,CARDYMA.csv,CARDYMA,13.7194,301,13.732,57,3768902.890242812,decanal,True
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,14.2853166666667,318,14.288,45,796101.8619554297,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",CARDYMA.csv,CARDYMA,14.3496166666667,320,14.343,71,269496.2875692456,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,CARDYMA.csv,CARDYMA,15.50715,358,15.494,87,790603.0275969619,methyl8oxooctanoate,True
Tetramethylpyrazine,CARDYMA.csv,CARDYMA,16.3752833333333,387,16.385,57,3339980.7130219643,tetradecane,True
Methyl butanoate,CARDYMA.csv,CARDYMA,17.1759166666667,415,17.185,57,720714.0317290655,dimethylphthalate,True
Acetophenone,CARDYMA.csv,CARDYMA,19.3269833333333,485,19.336,181,1372355.120172867,benzophenone,True
3-Octanone,CARDYMA.csv,CARDYMA,20.8928666666667,538,20.887,150,182012.63372474723,octadecane,True
"2-Propanone, 1-methoxy-",CECILE.csv,CECILE,2.16955,9,2.157,56,40747.97157910509,2propanone1methoxy,True
"Butanal, 3-methyl-",CECILE.csv,CECILE,2.88658333333333,32,2.895,44,3697019.306815424,butanal3methyl,True
Hexanal,CECILE.csv,CECILE,5.28986045118674,89,5.289,56,909407.876164155,hexanal,True
Benzaldehyde,CECILE.csv,CECILE,9.33758412916277,166,9.348,76,53783.83284363252,benzaldehyde,True
Dimethyl trisulfide,CECILE.csv,CECILE,9.54236666666667,172,9.542,79,115230.50175771106,dimethyltrisulfide,True
Octanal,CECILE.csv,CECILE,10.20795,196,10.218,43,1449856.081796561,octanal,True
Nonanal,CECILE.csv,CECILE,12.09215,253,12.102,57,12595792.040800815,nonanal,True
Decanal,CECILE.csv,CECILE,13.7223333333333,301,13.732,57,2122155.3471162627,decanal,True
Tetramethylpyrazine,CECILE.csv,CECILE,16.375,387,16.385,57,1050827.618719646,tetradecane,True
Acetophenone,CECILE.csv,CECILE,19.3234666666667,484,19.314,57,38176.464048452886,benzophenone,True
"Butanal, 3-methyl-",FLAMENCO.csv,FLAMENCO,2.89039380320615,32,2.895,44,5678239.957699855,butanal3methyl,True
Pentanal,FLAMENCO.csv,FLAMENCO,3.30274251766081,46,3.315,44,701977.8411723005,pentanal,True
"Butanal, 3-methyl-",FLAMENCO.csv,FLAMENCO,4.99818290871182,80,4.999,83,22553.867759881487,heptane3methylene,True
Benzaldehyde,FLAMENCO.csv,FLAMENCO,9.33676666666667,166,9.348,76,326803.5345337977,benzaldehyde,True
Dimethyl trisulfide,FLAMENCO.csv,FLAMENCO,9.54255,172,9.542,79,146237.39449550674,dimethyltrisulfide,True
Octanal,FLAMENCO.csv,FLAMENCO,10.21135,196,10.218,43,3656354.589371972,octanal,True
Hexanol,FLAMENCO.csv,FLAMENCO,10.7258,210,10.731,70,885394.1577046519,1hexanol2ethyl,True
Nonanal,FLAMENCO.csv,FLAMENCO,12.0923333333333,253,12.102,57,19546498.40384778,nonanal,True
Decanal,FLAMENCO.csv,FLAMENCO,13.7225166666667,301,13.732,57,6085997.356390832,decanal,True
Tetramethylpyrazine,FLAMENCO.csv,FLAMENCO,16.3751833333333,387,16.385,57,2893140.138069713,tetradecane,True
Acetophenone,FLAMENCO.csv,FLAMENCO,19.3268833333333,485,19.336,181,83676.41303718206,benzophenone,True
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,2.16975,9,2.157,56,83062.06969254519,2propanone1methoxy,True
"Butanal, 3-methyl-",HERMES.csv,HERMES,2.88356666666667,32,2.895,44,1601608.274565273,butanal3methyl,True
"Butanal, 3-methyl-",HERMES.csv,HERMES,4.99740272670968,80,4.999,83,9175.939711074392,heptane3methylene,True
Hexanal,HERMES.csv,HERMES,9.18930536727129,161,9.196,72,144173.2882024522,hexanal2ethyl,True
Benzaldehyde,HERMES.csv,HERMES,9.32713333333333,165,9.322,85,6084.781189066644,benzaldehyde,True
Hexanol,HERMES.csv,HERMES,9.75156666666667,179,9.751,43,42060.476466668784,phenol,True
Octanal,HERMES.csv,HERMES,10.21135,196,10.218,43,1313155.117650841,octanal,True
Hexanol,HERMES.csv,HERMES,10.7192896997955,210,10.731,70,512431.429704907,1hexanol2ethyl,True
Acetophenone,HERMES.csv,HERMES,11.4685666666667,234,11.478,105,629862.2693410618,acetophenone,True
Nonanal,HERMES.csv,HERMES,12.0923333333333,253,12.102,57,9455493.926111098,nonanal,True
Decanal,HERMES.csv,HERMES,13.7193166666667,301,13.732,57,2541874.540839763,decanal,True
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,14.2884333333333,318,14.288,45,315765.77037402097,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",HERMES.csv,HERMES,14.3552383310731,320,14.343,71,154945.0806838275,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,HERMES.csv,HERMES,15.50705,358,15.494,87,236777.318225775,methyl8oxooctanoate,True
Tetramethylpyrazine,HERMES.csv,HERMES,16.3752,387,16.385,57,2619173.615526404,tetradecane,True
Methyl butanoate,HERMES.csv,HERMES,17.1758166666667,415,17.185,57,359303.4409559493,dimethylphthalate,True
Acetophenone,HERMES.csv,HERMES,19.3301,485,19.336,181,524374.725009359,benzophenone,True
3-Octanone,HERMES.csv,HERMES,20.8927666666667,538,20.887,150,112900.699108139,octadecane,True
Hexanoic acid,HERMES.csv,HERMES,22.5358166666667,597,22.533,129,69355.8405531437,nhexadecanoicacid,True
"2-Propanone, 1-methoxy-",NADINE.csv,NADINE,2.1662,9,2.157,56,57366.51421301889,2propanone1methoxy,True
"Butanal, 3-methyl-",NADINE.csv,NADINE,2.88321666666667,32,2.895,44,3720240.9570400296,butanal3methyl,True
Hexanal,NADINE.csv,NADINE,5.28813920860569,89,5.289,56,733736.38012794,hexanal,True
Benzaldehyde,NADINE.csv,NADINE,9.33955052979494,166,9.348,76,40332.57615011516,benzaldehyde,True
Dimethyl trisulfide,NADINE.csv,NADINE,9.54221666666667,172,9.542,79,129759.7548436308,dimethyltrisulfide,True
Octanal,NADINE.csv,NADINE,10.2110166666667,196,10.218,43,1069180.442876039,octanal,True
Nonanal,NADINE.csv,NADINE,12.092,253,12.102,57,7266047.419222085,nonanal,True
Decanal,NADINE.csv,NADINE,13.7221833333333,301,13.732,57,1735929.620263972,decanal,True
Tetramethylpyrazine,NADINE.csv,NADINE,16.37485,387,16.385,57,921547.0028438346,tetradecane,True
Acetophenone,NADINE.csv,NADINE,19.3233166666667,484,19.314,57,36983.56446780629,benzophenone,True
"2-Propanone, 1-methoxy-",NOBLESSE.csv,NOBLESSE,2.16661666666667,9,2.157,56,31276.856417101462,2propanone1methoxy,True
"Butanal, 3-methyl-",NOBLESSE.csv,NOBLESSE,2.88363333333333,32,2.895,44,1382094.236128647,butanal3methyl,True
Hexanal,NOBLESSE.csv,NOBLESSE,5.28551666666667,89,5.289,56,620562.792152475,hexanal,True
Benzaldehyde,NOBLESSE.csv,NOBLESSE,9.33365,165,9.322,85,3146.558249335113,benzaldehyde,True
Octanal,NOBLESSE.csv,NOBLESSE,10.2114333333333,196,10.218,43,1066961.0253846291,octanal,True
Hexanol,NOBLESSE.csv,NOBLESSE,10.7258833333333,210,10.731,70,381003.0973338185,1hexanol2ethyl,True
Nonanal,NOBLESSE.csv,NOBLESSE,12.0924166666667,253,12.102,57,8868482.24100458,nonanal,True
Decanal,NOBLESSE.csv,NOBLESSE,13.7193833333333,301,13.732,57,1330184.6171562748,decanal,True
Tetramethylpyrazine,NOBLESSE.csv,NOBLESSE,16.3752666666667,387,16.385,57,816161.0547897278,tetradecane,True
Acetophenone,NOBLESSE.csv,NOBLESSE,19.32375,484,19.314,57,32052.70543710654,benzophenone,True
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,2.17305,10,2.183,45,9585053.451720811,2propanone1methoxy,True
"Butanal, 3-methyl-",IVORY RUSSET.csv,IVORY RUSSET,2.88686666666667,32,2.895,44,1208694.0430742954,butanal3methyl,True
Pentanal,IVORY RUSSET.csv,IVORY RUSSET,3.30163333333333,46,3.315,44,1589634.4973101672,pentanal,True
"Butanal, 3-methyl-",IVORY RUSSET.csv,IVORY RUSSET,3.36273333333333,47,3.38,81,699610.8822902672,furan2ethyl,True
Hexanal,IVORY RUSSET.csv,IVORY RUSSET,5.2823,89,5.289,56,8123383.677937783,hexanal,True
Heptanal,IVORY RUSSET.csv,IVORY RUSSET,7.94461666666667,131,7.933,56,31987.931121600406,heptanal,True
Benzaldehyde,IVORY RUSSET.csv,IVORY RUSSET,9.32721666666667,165,9.322,85,18192.2546185771,benzaldehyde,True
Dimethyl trisulfide,IVORY RUSSET.csv,IVORY RUSSET,9.53943333333333,172,9.542,79,147639.83598274284,dimethyltrisulfide,True
Hexanol,IVORY RUSSET.csv,IVORY RUSSET,9.75271782617284,179,9.751,43,78965.42430599115,phenol,True
Octanal,IVORY RUSSET.csv,IVORY RUSSET,10.2114333333333,196,10.218,43,2474396.617094948,octanal,True
Hexanol,IVORY RUSSET.csv,IVORY RUSSET,10.71625,210,10.731,70,1447609.1226045827,1hexanol2ethyl,True
Acetophenone,IVORY RUSSET.csv,IVORY RUSSET,11.4654333333333,234,11.478,105,1420891.6857588352,acetophenone,True
Nonanal,IVORY RUSSET.csv,IVORY RUSSET,12.0924166666667,253,12.102,57,14010000.941576358,nonanal,True
Decanal,IVORY RUSSET.csv,IVORY RUSSET,13.7193833333333,301,13.732,57,4284247.987855595,decanal,True
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,14.2820833333333,318,14.288,45,1052480.0295647774,2propanol1(2butoxy1methylethoxy),True
"2-Propanone, 1-methoxy-",IVORY RUSSET.csv,IVORY RUSSET,14.3512746657312,320,14.343,71,294720.7256842873,2propanol1(2butoxy1methylethoxy),True
Methyl butanoate,IVORY RUSSET.csv,IVORY RUSSET,15.5071333333333,358,15.494,87,899748.6819434984,methyl8oxooctanoate,True
Tetramethylpyrazine,IVORY RUSSET.csv,IVORY RUSSET,16.3752666666667,387,16.385,57,3524737.851942286,tetradecane,True
Methyl butanoate,IVORY RUSSET.csv,IVORY RUSSET,17.1759,415,17.185,57,773063.8355346026,dimethylphthalate,True
Acetophenone,IVORY RUSSET.csv,IVORY RUSSET,19.3301833333333,485,19.336,181,1569934.387252721,benzophenone,True
3-Octanone,IVORY RUSSET.csv,IVORY RUSSET,20.89285,538,20.887,150,178578.86782709623,octadecane,True
"2-Propanone, 1-methoxy-",SABABA.csv,SABABA,2.16983333333333,9,2.157,56,138054.58990845564,2propanone1methoxy,True
"Butanal, 3-methyl-",SABABA.csv,SABABA,2.88365,32,2.895,44,1555186.559796413,butanal3methyl,True
Pentanal,SABABA.csv,SABABA,3.30165,46,3.315,44,1437166.2505308727,pentanal,True
"Butanal, 3-methyl-",SABABA.csv,SABABA,3.36595,47,3.38,81,638747.8510072951,furan2ethyl,True
Hexanal,SABABA.csv,SABABA,5.27908333333333,89,5.289,56,6872060.894509628,hexanal,True
Benzaldehyde,SABABA.csv,SABABA,9.33582745102529,166,9.348,76,68128.44240386283,benzaldehyde,True
Octanal,SABABA.csv,SABABA,10.2082333333333,196,10.218,43,1427867.796942152,octanal,True
Nonanal,SABABA.csv,SABABA,12.0924166666667,253,12.102,57,10113278.539600909,nonanal,True
Decanal,SABABA.csv,SABABA,13.6100666666667,298,13.616,57,882896.8583440839,dodecane,True
Decanal,SABABA.csv,SABABA,13.7194,301,13.732,57,2196401.338085216,decanal,True
Decanal,SABABA.csv,SABABA,15.0537666666667,344,15.06,57,700002.3729386464,tridecane,True
Tetramethylpyrazine,SABABA.csv,SABABA,16.3752833333333,387,16.385,57,2703516.3058418366,tetradecane,True
Acetophenone,SABABA.csv,SABABA,19.32375,484,19.314,57,54412.92054503135,benzophenone,True
3-Octanone,SABABA.csv,SABABA,20.89285,538,20.887,150,80592.32700151142,octadecane,True
"2-Propanone, 1-methoxy-",SALINERO.csv,SALINERO,2.16653333333333,9,2.157,56,40398.30976101246,2propanone1methoxy,True
"Butanal, 3-methyl-",SALINERO.csv,SALINERO,2.88356666666667,32,2.895,44,2122744.4514558064,butanal3methyl,True
Benzaldehyde,SALINERO.csv,SALINERO,9.33356666666667,165,9.322,85,4199.518407715061,benzaldehyde,True
Dimethyl trisulfide,SALINERO.csv,SALINERO,9.54256666666667,172,9.542,79,107810.97007390569,dimethyltrisulfide,True
Octanal,SALINERO.csv,SALINERO,10.21135,196,10.218,43,1174139.5661960288,octanal,True
Nonanal,SALINERO.csv,SALINERO,12.0923333333333,253,12.102,57,8794824.648670826,nonanal,True
Decanal,SALINERO.csv,SALINERO,13.7225166666667,301,13.732,57,1430422.2805140095,decanal,True
Tetramethylpyrazine,SALINERO.csv,SALINERO,16.3751833333333,387,16.385,57,754667.7636210565,tetradecane,True
Acetophenone,SALINERO.csv,SALINERO,19.3236666666667,484,19.314,57,31010.506756314626,benzophenone,True
"2-Propanone, 1-methoxy-",SPUNTA.csv,SPUNTA,2.16658333333333,9,2.157,56,54670.460198902256,2propanone1methoxy,True
"Butanal, 3-methyl-",SPUNTA.csv,SPUNTA,2.88681666666667,32,2.895,44,1713169.8246905794,butanal3methyl,True
Pentanal,SPUNTA.csv,SPUNTA,3.30481666666667,46,3.315,44,793640.3757756553,pentanal,True
Benzaldehyde,SPUNTA.csv,SPUNTA,9.34044009493064,166,9.348,76,52196.37203108409,benzaldehyde,True
Dimethyl trisulfide,SPUNTA.csv,SPUNTA,9.5426,172,9.542,79,72420.22141900948,dimethyltrisulfide,True
Octanal,SPUNTA.csv,SPUNTA,10.2114,196,10.218,43,1284557.7525583934,octanal,True
Nonanal,SPUNTA.csv,SPUNTA,12.0923833333333,253,12.102,57,9113588.698493823,nonanal,True
